activity_id,activity_name,designation,fullName,name,parkCode,states,url
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Saguaro National Park,Saguaro,sagu,AZ,https://www.nps.gov/sagu/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,White Sands National Park,White Sands,whsa,NM,https://www.nps.gov/whsa/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
07CBCA6A-46B8-413F-8B6C-ABEDEBF9853E,Canyoneering,National Park,Arches National Park,Arches,arch,UT,https://www.nps.gov/arch/index.htm
07CBCA6A-46B8-413F-8B6C-ABEDEBF9853E,Canyoneering,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
07CBCA6A-46B8-413F-8B6C-ABEDEBF9853E,Canyoneering,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
07CBCA6A-46B8-413F-8B6C-ABEDEBF9853E,Canyoneering,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
BA316D0F-92AE-4E00-8C80-DBD605DC58C3,Caving,National Park,Carlsbad Caverns National Park,Carlsbad Caverns,cave,NM,https://www.nps.gov/cave/index.htm
BA316D0F-92AE-4E00-8C80-DBD605DC58C3,Caving,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
BA316D0F-92AE-4E00-8C80-DBD605DC58C3,Caving,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
BA316D0F-92AE-4E00-8C80-DBD605DC58C3,Caving,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
BA316D0F-92AE-4E00-8C80-DBD605DC58C3,Caving,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Arches National Park,Arches,arch,UT,https://www.nps.gov/arch/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Black Canyon Of The Gunnison National Park,Black Canyon Of The Gunnison,blca,CO,https://www.nps.gov/blca/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Canyonlands National Park,Canyonlands,cany,UT,https://www.nps.gov/cany/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Joshua Tree National Park,Joshua Tree,jotr,CA,https://www.nps.gov/jotr/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
C11D3746-5063-4BD0-B245-7178D1AD866C,Compass and GPS,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
C11D3746-5063-4BD0-B245-7178D1AD866C,Compass and GPS,National Park,Badlands National Park,Badlands,badl,SD,https://www.nps.gov/badl/index.htm
C11D3746-5063-4BD0-B245-7178D1AD866C,Compass and GPS,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
C11D3746-5063-4BD0-B245-7178D1AD866C,Compass and GPS,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
C11D3746-5063-4BD0-B245-7178D1AD866C,Compass and GPS,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
C11D3746-5063-4BD0-B245-7178D1AD866C,Compass and GPS,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
C11D3746-5063-4BD0-B245-7178D1AD866C,Compass and GPS,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
C11D3746-5063-4BD0-B245-7178D1AD866C,Compass and GPS,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
8C495067-8E94-4D78-BBD4-3379DACF6550,Dog Sledding,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Black Canyon Of The Gunnison National Park,Black Canyon Of The Gunnison,blca,CO,https://www.nps.gov/blca/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Hot Springs National Park,Hot Springs,hosp,AR,https://www.nps.gov/hosp/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Kobuk Valley National Park,Kobuk Valley,kova,AK,https://www.nps.gov/kova/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Rocky Mountain National Park,Rocky Mountain,romo,CO,https://www.nps.gov/romo/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
D72206E4-6CD1-4441-A355-F8F1827466B1,Flying,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
D72206E4-6CD1-4441-A355-F8F1827466B1,Flying,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
D72206E4-6CD1-4441-A355-F8F1827466B1,Flying,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
D72206E4-6CD1-4441-A355-F8F1827466B1,Flying,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
D72206E4-6CD1-4441-A355-F8F1827466B1,Flying,National Park,Kobuk Valley National Park,Kobuk Valley,kova,AK,https://www.nps.gov/kova/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Badlands National Park,Badlands,badl,SD,https://www.nps.gov/badl/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Big Bend National Park,Big Bend,bibe,TX,https://www.nps.gov/bibe/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Carlsbad Caverns National Park,Carlsbad Caverns,cave,NM,https://www.nps.gov/cave/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Cuyahoga Valley National Park,Cuyahoga Valley,cuva,OH,https://www.nps.gov/cuva/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Hot Springs National Park,Hot Springs,hosp,AR,https://www.nps.gov/hosp/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Gateway Arch National Park,Gateway Arch,jeff,MO,https://www.nps.gov/jeff/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Joshua Tree National Park,Joshua Tree,jotr,CA,https://www.nps.gov/jotr/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Pinnacles National Park,Pinnacles,pinn,CA,https://www.nps.gov/pinn/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Shenandoah National Park,Shenandoah,shen,VA,https://www.nps.gov/shen/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,White Sands National Park,White Sands,whsa,NM,https://www.nps.gov/whsa/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
3F3ABD16-2C52-4EAA-A1F6-4235DE5686F0,Golfing,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Arches National Park,Arches,arch,UT,https://www.nps.gov/arch/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Big Bend National Park,Big Bend,bibe,TX,https://www.nps.gov/bibe/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Biscayne National Park,Biscayne,bisc,FL,https://www.nps.gov/bisc/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Canyonlands National Park,Canyonlands,cany,UT,https://www.nps.gov/cany/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Carlsbad Caverns National Park,Carlsbad Caverns,cave,NM,https://www.nps.gov/cave/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Channel Islands National Park,Channel Islands,chis,CA,https://www.nps.gov/chis/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Death Valley National Park,Death Valley,deva,"CA,NV",https://www.nps.gov/deva/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Dry Tortugas National Park,Dry Tortugas,drto,FL,https://www.nps.gov/drto/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Everglades National Park,Everglades,ever,FL,https://www.nps.gov/ever/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Glacier National Park,Glacier,glac,MT,https://www.nps.gov/glac/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Great Basin National Park,Great Basin,grba,NV,https://www.nps.gov/grba/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Grand Canyon National Park,Grand Canyon,grca,AZ,https://www.nps.gov/grca/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Great Smoky Mountains National Park,Great Smoky Mountains,grsm,"NC,TN",https://www.nps.gov/grsm/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Grand Teton National Park,Grand Teton,grte,WY,https://www.nps.gov/grte/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Guadalupe Mountains National Park,Guadalupe Mountains,gumo,TX,https://www.nps.gov/gumo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Haleakalā National Park,Haleakalā,hale,HI,https://www.nps.gov/hale/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Hawaiʻi Volcanoes National Park,Hawaiʻi Volcanoes,havo,HI,https://www.nps.gov/havo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Hot Springs National Park,Hot Springs,hosp,AR,https://www.nps.gov/hosp/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Indiana Dunes National Park,Indiana Dunes,indu,IN,https://www.nps.gov/indu/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Isle Royale National Park,Isle Royale,isro,MI,https://www.nps.gov/isro/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Gateway Arch National Park,Gateway Arch,jeff,MO,https://www.nps.gov/jeff/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Joshua Tree National Park,Joshua Tree,jotr,CA,https://www.nps.gov/jotr/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Kenai Fjords National Park,Kenai Fjords,kefj,AK,https://www.nps.gov/kefj/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Lassen Volcanic National Park,Lassen Volcanic,lavo,CA,https://www.nps.gov/lavo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Mammoth Cave National Park,Mammoth Cave,maca,KY,https://www.nps.gov/maca/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Mesa Verde National Park,Mesa Verde,meve,CO,https://www.nps.gov/meve/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Mount Rainier National Park,Mount Rainier,mora,WA,https://www.nps.gov/mora/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,North Cascades National Park,North Cascades,noca,WA,https://www.nps.gov/noca/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Olympic National Park,Olympic,olym,WA,https://www.nps.gov/olym/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Petrified Forest National Park,Petrified Forest,pefo,AZ,https://www.nps.gov/pefo/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Saguaro National Park,Saguaro,sagu,AZ,https://www.nps.gov/sagu/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Theodore Roosevelt National Park,Theodore Roosevelt,thro,ND,https://www.nps.gov/thro/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Virgin Islands National Park,Virgin Islands,viis,VI,https://www.nps.gov/viis/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Voyageurs National Park,Voyageurs,voya,MN,https://www.nps.gov/voya/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,White Sands National Park,White Sands,whsa,NM,https://www.nps.gov/whsa/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Wind Cave National Park,Wind Cave,wica,SD,https://www.nps.gov/wica/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Yellowstone National Park,Yellowstone,yell,"ID,MT,WY",https://www.nps.gov/yell/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Yosemite National Park,Yosemite,yose,CA,https://www.nps.gov/yose/index.htm
B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,National Park,Zion National Park,Zion,zion,UT,https://www.nps.gov/zion/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Acadia National Park,Acadia,acad,ME,https://www.nps.gov/acad/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Bryce Canyon National Park,Bryce Canyon,brca,UT,https://www.nps.gov/brca/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Capitol Reef National Park,Capitol Reef,care,UT,https://www.nps.gov/care/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Congaree National Park,Congaree,cong,SC,https://www.nps.gov/cong/index.htm
42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,National Park,Crater Lake National Park,Crater Lake,crla,OR,https://www.nps.gov/crla/index.htm
