park_code,amenity_id,amenity_name,park_states,park_id,park_latitude,park_longitude,park_designation,park_url,park_name,min_summer_temp,max_summer_temp,min_winter_temp,max_winter_temp,min_spring_temp,max_spring_temp,min_fall_temp,max_fall_temp,activity_id,activity_name
badl,6B68B30A-40C9-4745-9397-4899B59B0B7E,Picnic Table,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,2883D965-1CA4-4858-B759-A5866CA8A188,Restroom,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,75F2DA2A-1741-445A-9FA7-B63A81E4BD7F,Restroom - Accessible,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,79247274-A3FB-42C4-9361-45A2BFADE78C,Scenic View/Photo Spot,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,7B13EFFB-40DA-439C-AB41-9756EC32D22E,Shelter/Cabin,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,94006F6C-4EEF-489C-B8E6-FF1565E25F84,Supplies - General,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,1FF653F6-1F20-425C-A16A-B8D6210CD759,Tactile Exhibit,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,39BE9614-4284-4B29-A650-AB2E7215C58B,Trailhead,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,6F58A577-4B56-46B9-B170-A5A5F670E245,Trailhead/Hiker Register,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
badl,EAB59B1F-2FA1-4545-A322-2C19149AF7FC,Wheelchair Accessible,SD,B170CCF7-7AB9-48FF-950E-31815FD4DBB2,43.68584846,-102.482942,National Park,http://www.nps.gov/badl/,Badlands National Park,56.2,79.2,18.0,25.9,12.5,41.4,46.9,60.8,,
bibe,A1B0AD01-740C-41E7-8412-FBBEDD5F1443,ATM/Cash Machine,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,4E4D076A-6866-46C8-A28B-A129E2B8F3DB,Accessible Rooms,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,B509969B-F06A-4DCC-BBB3-134964D896E2,Amphitheater,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,89397A1A-3517-4941-8D30-037856E9D063,Animal-Safe Food Storage,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,63734D6E-3330-4EED-B916-52B3F625A091,Beach/Water Access,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,20291812-E85C-4A84-B8A2-E31C8D149704,Benches/Seating,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,5BDFF349-2F74-490E-A33E-C35286152050,Bicycle - Rack,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,48562BFB-834B-43F2-B865-E174C372032B,Cellular Signal,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,1D08E7AD-5634-4185-80F4-B4C3CB5BD927,Entrance Passes for Sale,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,63C7E515-6380-4092-83ED-FE1177F72A36,Ferry - Passenger,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,802BE109-511F-47D9-84D5-18DDA1C90771,Fire Extinguisher,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,5BA727FA-943D-418D-A238-44127EBA6EDB,First Aid Kit Available,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,2DEE6458-72F8-4C97-9279-5C3E90B19888,First Aid/Medical Care Available,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,383F944C-35BA-43E3-8EEA-24953836B8C5,Food/Drink - Bar/Alcohol For Sale,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,5D1ADBE5-E75D-4657-9577-FB5A6A90C7F9,Food/Drink - Coffee,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,3B482494-83EF-48D9-A626-FC00EFD4F4A4,Food/Drink - Ice Cream,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,2F798138-5D0A-468E-96DA-0A07F03031B0,Food/Drink - Restaurant/Table Service,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,2E5D791D-B040-45FD-9B61-82979A984102,Fuel (Unleaded),TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,3476E39B-5402-4999-99B3-AC8F030629E7,Gifts/Souvenirs/Books,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,8741D9DE-239A-4739-9920-4844BB587E6A,Groceries/Convenience Items,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,2856392B-17A7-4413-8521-C13A8D2188EB,Historical/Interpretive Information/Exhibits,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,EC76D4B1-F391-45EB-AEC4-DC96B3F58194,Ice,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,0AF7920C-2F54-42A7-88CA-F2EEBCB15655,Information,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,80E207D6-E9C3-4075-9823-26D23E963FA2,Information Kiosk/Bulletin Board,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,9EA123B3-E118-4BE9-BF49-EE93F1BA645B,Internet/WiFi Available,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,B108A32A-52A4-4C4E-B178-0276BFBD9555,Laundry,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,7760752A-8879-43F8-A338-6796D652D4EF,Lifejacket Rentals,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,F9BA4FBF-C247-46C7-A699-2C2E7D954D30,Mechanic,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,B760D6E2-3616-4D8B-ABF2-B875B7966831,Parking - Auto,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,EDA1E992-DA2B-4933-A7AD-23E3B7BFA602,Parking - Boat Trailer,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,0965B1F3-A824-4A31-98C9-86CCD2889220,Parking - Bus/RV,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,24140B47-F8FE-4046-BB6A-817F9E165959,Permits Issued,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,DAB8DE0A-44A2-4AB5-8914-9528BF9413DB,Picnic Shelter/Pavilion,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,6B68B30A-40C9-4745-9397-4899B59B0B7E,Picnic Table,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,8E6BF478-B938-469F-B5B8-2938DA389FF3,Propane For Sale,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,4706077B-00CB-4D07-80C7-48B2D5ADEFA2,Recycling,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,2883D965-1CA4-4858-B759-A5866CA8A188,Restroom,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,75F2DA2A-1741-445A-9FA7-B63A81E4BD7F,Restroom - Accessible,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,79247274-A3FB-42C4-9361-45A2BFADE78C,Scenic View/Photo Spot,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,135075E7-68DA-4E84-AF9D-63ACBDF809CC,Sewer Hookups - Boat/RV,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,94E21603-85F3-48C5-96B6-556E46FA2518,Showers,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,460AECEB-2158-47B4-8DAC-40041649C0F3,Supplies - Camping/Outdoor,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,94006F6C-4EEF-489C-B8E6-FF1565E25F84,Supplies - General,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,1FF653F6-1F20-425C-A16A-B8D6210CD759,Tactile Exhibit,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,343F0388-C62A-4FEB-A790-E73253ECDDB2,Telephone,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,E1467219-BFA0-4A9F-AB38-3B35E3CEC067,Tent Campsites,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,F84C0528-0D1A-45A2-B644-B3C059B3D224,Toilet - Vault/Composting,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,39BE9614-4284-4B29-A650-AB2E7215C58B,Trailhead,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,4EDE1652-84E4-4219-8D20-26317D4B61DA,Trash Dumpster,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,4D4C1C32-793D-4440-8098-DBCA0126EDFD,Trash/Litter Receptacles,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,9A652919-D548-4850-8053-798CDC2C762B,Water - Drinking/Potable,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,08EDBF67-DF67-4D3B-83C1-8B2844228C4D,Water - Non-Potable,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
bibe,EAB59B1F-2FA1-4545-A322-2C19149AF7FC,Wheelchair Accessible,TX,C9056F71-7162-4208-8AE9-2D0AEFA594FD,29.29817767,-103.2297897,National Park,http://www.nps.gov/bibe/,Big Bend National Park,78.7,96.8,42.0,55.8,30.0,55.6,74.8,96.9,,
brca,A1B0AD01-740C-41E7-8412-FBBEDD5F1443,ATM/Cash Machine,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,4E4D076A-6866-46C8-A28B-A129E2B8F3DB,Accessible Rooms,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,B509969B-F06A-4DCC-BBB3-134964D896E2,Amphitheater,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,CBD31D2A-DD1A-4C5D-88C1-67B6B7147CE9,Assistive Listening Systems,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,7DC6C690-2BC3-4344-9691-EF9FCFB6E506,Audio Description,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,20291812-E85C-4A84-B8A2-E31C8D149704,Benches/Seating,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,5BDFF349-2F74-490E-A33E-C35286152050,Bicycle - Rack,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,EDA44DDD-DC61-4EAE-84AD-78FA52D98406,Bicycle - Rental,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,3B84C2C8-E890-4EE5-B0E7-FA157EFD8DAC,Captioned Media,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,48562BFB-834B-43F2-B865-E174C372032B,Cellular Signal,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,1C1B932D-32B6-4BAA-8AA6-497F08CC22BF,Electrical Outlet/Cell Phone Charging,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,1D08E7AD-5634-4185-80F4-B4C3CB5BD927,Entrance Passes for Sale,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,802BE109-511F-47D9-84D5-18DDA1C90771,Fire Extinguisher,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,28BF85F5-E93F-4EF1-A89B-05C99FCD808A,Firewood For Sale/Available,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,2DEE6458-72F8-4C97-9279-5C3E90B19888,First Aid/Medical Care Available,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,383F944C-35BA-43E3-8EEA-24953836B8C5,Food/Drink - Bar/Alcohol For Sale,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,5D1ADBE5-E75D-4657-9577-FB5A6A90C7F9,Food/Drink - Coffee,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,3B482494-83EF-48D9-A626-FC00EFD4F4A4,Food/Drink - Ice Cream,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,2F798138-5D0A-468E-96DA-0A07F03031B0,Food/Drink - Restaurant/Table Service,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
brca,29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,UT,6B1D053D-714F-46D1-B410-04BE868F14C1,37.58399144,-112.1826689,National Park,http://www.nps.gov/brca/,Bryce Canyon National Park,39.4,62.0,14.1,29.5,15.3,21.0,40.2,50.6,,
